dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,84.2105,,пластиковые окна цена Казань,пластиковые окна,commercial,Казань,43,https://kazan.zavodplast-eco.ru/,kazan.zavodplast-eco.ru,4,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://kazan.zavodplast-eco.ru/
Call log:
  - navigating to ""https://kazan.zavodplast-eco.ru/"", waiting until ""domcontentloaded""
",,,0,84.2105
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,100.0,,пластиковые окна цена Нижний Новгород,пластиковые окна,commercial,Нижний Новгород,47,https://oknazavr.ru/nizhniy-novgorod/plastikovye-okna/,oknazavr.ru,1,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://oknazavr.ru/nizhniy-novgorod/plastikovye-okna/
Call log:
  - navigating to ""https://oknazavr.ru/nizhniy-novgorod/plastikovye-okna/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,78.9474,,входные двери Москва,входные двери,commercial,Москва,213,https://dozor-dveri.ru/,dozor-dveri.ru,5,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://dozor-dveri.ru/
Call log:
  - navigating to ""https://dozor-dveri.ru/"", waiting until ""domcontentloaded""
",,,0,78.9474
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,73.6842,,входные двери Санкт-Петербург,входные двери,commercial,Санкт-Петербург,2,https://spb.mosdveri.ru/,spb.mosdveri.ru,6,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://spb.mosdveri.ru/
Call log:
  - navigating to ""https://spb.mosdveri.ru/"", waiting until ""domcontentloaded""
",,,0,73.6842
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,94.7368,,входные двери цена Москва,входные двери,commercial,Москва,213,https://dveribravo.ru/catalog/vhodnye-dveri.html,dveribravo.ru,2,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://dveribravo.ru/catalog/vhodnye-dveri.html
Call log:
  - navigating to ""https://dveribravo.ru/catalog/vhodnye-dveri.html"", waiting until ""domcontentloaded""
",,,0,94.7368
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,84.2105,,входные двери цена Москва,входные двери,commercial,Москва,213,https://169.ru/vhodnye-dveri/,169.ru,4,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://169.ru/vhodnye-dveri/
Call log:
  - navigating to ""https://169.ru/vhodnye-dveri/"", waiting until ""domcontentloaded""
",,,0,84.2105
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,84.2105,,входные двери цена Санкт-Петербург,входные двери,commercial,Санкт-Петербург,2,https://spb.mosdveri.ru/,spb.mosdveri.ru,4,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://spb.mosdveri.ru/
Call log:
  - navigating to ""https://spb.mosdveri.ru/"", waiting until ""domcontentloaded""
",,,0,84.2105
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,68.4211,,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://nizhniy-novgorod.rusdver.net/,nizhniy-novgorod.rusdver.net,7,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://nizhniy-novgorod.rusdver.net/
Call log:
  - navigating to ""https://nizhniy-novgorod.rusdver.net/"", waiting until ""domcontentloaded""
",,,0,68.4211
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,78.9474,,как выбрать входные двери,входные двери,informational,,,https://blog.domclick.ru/dom-i-uyut/post/kak-vybrat-vhodnuyu-dver-v-kvartiru-ili-dom,blog.domclick.ru,5,0,,,article,failed,Browser rendering did not produce usable content,,,0,78.9474
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,57.8947,,как выбрать входные двери,входные двери,informational,,,https://santehnika-online.ru/wiki/kak-vybrat/kak-vybrat-vhodnuyu-dver-kriterii-materialy-i-rekomendacii/,santehnika-online.ru,9,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://santehnika-online.ru/wiki/kak-vybrat/kak-vybrat-vhodnuyu-dver-kriterii-materialy-i-rekomendacii/
Call log:
  - navigating to ""https://santehnika-online.ru/wiki/kak-vybrat/kak-vybrat-vhodnuyu-dver-kriterii-materialy-i-rekomendacii/"", waiting until ""domcontentloaded""
",,,0,57.8947
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,84.2105,,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://www.kp.ru/expert/special/kuhni-na-zakaz-v-moskve/,kp.ru,4,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.kp.ru/expert/special/kuhni-na-zakaz-v-moskve/
Call log:
  - navigating to ""https://www.kp.ru/expert/special/kuhni-na-zakaz-v-moskve/"", waiting until ""domcontentloaded""
",,,0,84.2105
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,52.6316,,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://stolichniekuhni.ru/,stolichniekuhni.ru,10,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://stolichniekuhni.ru/
Call log:
  - navigating to ""https://stolichniekuhni.ru/"", waiting until ""domcontentloaded""
",,,0,52.6316
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,89.4737,,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://vardek.ru/,vardek.ru,3,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://vardek.ru/"", waiting until ""domcontentloaded""
",,,0,89.4737
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,68.4211,,кухни на заказ Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://spb.stilkuhni.ru/catalog/kuhonnye-garnitury/,spb.stilkuhni.ru,7,0,,,product,failed,Browser rendering did not produce usable content,,,0,68.4211
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,68.4211,,кухни на заказ цена Москва,кухни на заказ,commercial,Москва,213,https://deshevaya-mebel.ru/kuhni/,deshevaya-mebel.ru,7,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://deshevaya-mebel.ru/kuhni/
Call log:
  - navigating to ""https://deshevaya-mebel.ru/kuhni/"", waiting until ""domcontentloaded""
",,,0,68.4211
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,100.0,,кухни на заказ цена Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://vardek.ru/,vardek.ru,1,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://vardek.ru/"", waiting until ""domcontentloaded""
",,,0,100.0
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,84.2105,,кухни на заказ цена Санкт-Петербург,кухни на заказ,commercial,Санкт-Петербург,2,https://spb.stilkuhni.ru/,spb.stilkuhni.ru,4,0,,,homepage,failed,Browser rendering did not produce usable content,,,0,84.2105
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,73.6842,,кухни на заказ цена Самара,кухни на заказ,commercial,Самара,51,https://samara.vardek.ru/,samara.vardek.ru,6,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://samara.vardek.ru/"", waiting until ""domcontentloaded""
",,,0,73.6842
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,63.1579,,кухни на заказ цена Самара,кухни на заказ,commercial,Самара,51,https://bigmebel-samara.ru/kuhni/,bigmebel-samara.ru,8,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://bigmebel-samara.ru/kuhni/"", waiting until ""domcontentloaded""
",,,0,63.1579
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,63.1579,,шкафы-купе Москва,шкафы-купе,commercial,Москва,213,https://kupe-moskva.ru/,kupe-moskva.ru,8,0,,,homepage,failed,"Page.goto: net::ERR_CERT_DATE_INVALID at https://kupe-moskva.ru/
Call log:
  - navigating to ""https://kupe-moskva.ru/"", waiting until ""domcontentloaded""
",,,0,63.1579
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,57.8947,,шкафы-купе Краснодар,шкафы-купе,commercial,Краснодар,35,https://krasnodar-matrassia.ru/catalog/shkafy-kupe,krasnodar-matrassia.ru,9,0,,,product,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://krasnodar-matrassia.ru/catalog/shkafy-kupe
Call log:
  - navigating to ""https://krasnodar-matrassia.ru/catalog/shkafy-kupe"", waiting until ""domcontentloaded""
",,,0,57.8947
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,52.6316,,шкафы-купе цена Москва,шкафы-купе,commercial,Москва,213,https://www.divano.ru/catalog/shkafy-kupe/,divano.ru,10,0,,,product,failed,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.divano.ru/catalog/shkafy-kupe/
Call log:
  - navigating to ""https://www.divano.ru/catalog/shkafy-kupe/"", waiting until ""domcontentloaded""
",,,0,52.6316
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,52.6316,,шкафы-купе цена Екатеринбург,шкафы-купе,commercial,Екатеринбург,54,https://www.ekbkupe.ru/,ekbkupe.ru,10,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.ekbkupe.ru/
Call log:
  - navigating to ""https://www.ekbkupe.ru/"", waiting until ""domcontentloaded""
",,,0,52.6316
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,73.6842,,шкафы-купе цена Краснодар,шкафы-купе,commercial,Краснодар,35,https://hoff.ru/krd/catalog/shkafy/shkafy_kupe/,hoff.ru,6,0,,,product,failed,Browser rendering did not produce usable content,,,0,73.6842
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,73.6842,,как выбрать шкафы-купе,шкафы-купе,informational,,,https://www.divano.ru/informacija/kak-vybrat-shkaf-kupe/,divano.ru,6,0,,,content,failed,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.divano.ru/informacija/kak-vybrat-shkaf-kupe/
Call log:
  - navigating to ""https://www.divano.ru/informacija/kak-vybrat-shkaf-kupe/"", waiting until ""domcontentloaded""
",,,0,73.6842
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,52.6316,,как выбрать шкафы-купе,шкафы-купе,informational,,,https://www.yapokupayu.ru/blogs/post/kak-vybrat-shkaf-kupe-v-kvartiru-n-pravil-i-sovetov,yapokupayu.ru,10,0,,,article,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://www.yapokupayu.ru/blogs/post/kak-vybrat-shkaf-kupe-v-kvartiru-n-pravil-i-sovetov
Call log:
  - navigating to ""https://www.yapokupayu.ru/blogs/post/kak-vybrat-shkaf-kupe-v-kvartiru-n-pravil-i-sovetov"", waiting until ""domcontentloaded""
",,,0,52.6316
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,84.2105,,шкафы-купе отзывы,шкафы-купе,informational,,,https://www.babyblog.ru/community/housedesign/post/3132749,babyblog.ru,4,0,,,article,failed,Browser rendering did not produce usable content,,,0,84.2105
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,57.8947,,ремонт квартир Новосибирск,ремонт квартир,commercial,Новосибирск,65,https://newera54.ru/,newera54.ru,9,0,,,homepage,failed,"Page.goto: net::ERR_CONNECTION_TIMED_OUT at https://newera54.ru/
Call log:
  - navigating to ""https://newera54.ru/"", waiting until ""domcontentloaded""
",,,0,57.8947
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,63.1579,,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://kazan.domclick.ru/my-home/promo/remont/dizajnerskij,kazan.domclick.ru,8,0,,,content,failed,Browser rendering did not produce usable content,,,0,63.1579
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,78.9474,,ремонт квартир Краснодар,ремонт квартир,commercial,Краснодар,35,https://krasnodar.proff-remont.ru/,krasnodar.proff-remont.ru,5,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://krasnodar.proff-remont.ru/"", waiting until ""domcontentloaded""
",,,0,78.9474
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,73.6842,,ремонт квартир Краснодар,ремонт квартир,commercial,Краснодар,35,https://remont-23.ru/,remont-23.ru,6,0,,,homepage,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://remont-23.ru/
Call log:
  - navigating to ""https://remont-23.ru/"", waiting until ""domcontentloaded""
",,,0,73.6842
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,68.4211,,ремонт квартир Краснодар,ремонт квартир,commercial,Краснодар,35,https://korteksplus.ru/,korteksplus.ru,7,0,,,homepage,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://korteksplus.ru/
Call log:
  - navigating to ""https://korteksplus.ru/"", waiting until ""domcontentloaded""
",,,0,68.4211
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,63.1579,,ремонт квартир Краснодар,ремонт квартир,commercial,Краснодар,35,https://fs-remont.ru/,fs-remont.ru,8,0,,,homepage,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://fs-remont.ru/
Call log:
  - navigating to ""https://fs-remont.ru/"", waiting until ""domcontentloaded""
",,,0,63.1579
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,52.6316,,ремонт квартир Краснодар,ремонт квартир,commercial,Краснодар,35,https://chotko.pro/,chotko.pro,10,0,,,homepage,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://chotko.pro/"", waiting until ""domcontentloaded""
",,,0,52.6316
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,78.9474,,ремонт квартир цена Москва,ремонт квартир,commercial,Москва,213,https://letoremont.ru/tseny/,letoremont.ru,5,0,,,content,failed,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://letoremont.ru/tseny/"", waiting until ""domcontentloaded""
",,,0,78.9474
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,73.6842,,ремонт квартир цена Москва,ремонт квартир,commercial,Москва,213,https://centr-otdelka.ru/prices/,centr-otdelka.ru,6,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://centr-otdelka.ru/prices/
Call log:
  - navigating to ""https://centr-otdelka.ru/prices/"", waiting until ""domcontentloaded""
",,,0,73.6842
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,68.4211,,ремонт квартир цена Москва,ремонт квартир,commercial,Москва,213,https://domclick.ru/my-home/promo/remont/pod-klyuch,domclick.ru,7,0,,,content,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://domclick.ru/my-home/promo/remont/pod-klyuch
Call log:
  - navigating to ""https://domclick.ru/my-home/promo/remont/pod-klyuch"", waiting until ""domcontentloaded""
",,,0,68.4211
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,63.1579,,ремонт квартир цена Москва,ремонт квартир,commercial,Москва,213,https://www.avito.ru/moskva/predlozheniya_uslug?q=ремонт+квартир,avito.ru,8,0,,,content,failed,"Page.goto: net::ERR_CONNECTION_RESET at https://www.avito.ru/moskva/predlozheniya_uslug?q=%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80
Call log:
  - navigating to ""https://www.avito.ru/moskva/predlozheniya_uslug?q=%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80"", waiting until ""domcontentloaded""
",,,0,63.1579
dataset-v4,v3,extraction-v2,hybrid-v1,weak_serp,57.8947,,ремонт квартир цена Москва,ремонт квартир,commercial,Москва,213,https://ремонтполов.москва/ceny-na-remont/,ремонтполов.москва,9,0,,,content,failed,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://xn--b1afsdffbbgf0a.xn--80adxhks/ceny-na-remont/
Call log:
  - navigating to ""https://xn--b1afsdffbbgf0a.xn--80adxhks/ceny-na-remont/"", waiting until ""domcontentloaded""
",,,0,57.8947
